"GAME_ID","PLAYER","SHOT_TYPE","DATE_TIME"
"RR1","RICHO","MISS","2019-03-15 23:53:55"
"RR1","KAPPAZ","MISS","2019-03-15 23:54:03"
"RR1","GARTER","MISS","2019-03-15 23:54:13"
"RR1","NAKHLA","MISS","2019-03-15 23:54:18"
"RR1","RICHO","MISS","2019-03-15 23:54:22"
"RR1","RICHO","TRICKSHOT MISS","2019-03-15 23:54:26"
"RR1","KAPPAZ","MISS","2019-03-15 23:54:29"
"RR1","GARTER","MISS","2019-03-15 23:54:38"
"RR1","NAKHLA","MISS","2019-03-15 23:54:45"
"RR1","RICHO","MISS","2019-03-15 23:54:51"
"RR1","KAPPAZ","MISS","2019-03-15 23:54:56"
"RR1","GARTER","MISS","2019-03-15 23:55:06"
"RR1","NAKHLA","MISS","2019-03-15 23:55:09"
"RR1","RICHO","MISS","2019-03-15 23:55:14"
"RR1","KAPPAZ","MISS","2019-03-15 23:55:19"
"RR1","NAKHLA","MISS","2019-03-15 23:55:26"
"RR1","GARTER","MISS","2019-03-15 23:55:29"
"RR1","RICHO","TRICKSHOT MISS","2019-03-15 23:55:37"
"RR1","RICHO","MISS","2019-03-15 23:55:41"
"RR1","KAPPAZ","MISS","2019-03-15 23:55:43"
"RR1","GARTER","MISS","2019-03-15 23:55:50"
"RR1","NAKHLA","HIT","2019-03-15 23:55:57"
"RR1","RICHO","MISS","2019-03-15 23:56:07"
"RR1","KAPPAZ","OVERTHROW","2019-03-15 23:56:16"
"RR1","NAKHLA","TRICKSHOT MISS","2019-03-15 23:56:47"
"RR1","GARTER","MISS","2019-03-15 23:56:54"
"RR1","NAKHLA","MISS","2019-03-15 23:57:04"
"RR1","RICHO","MISS","2019-03-15 23:57:08"
"RR1","KAPPAZ","MISS","2019-03-15 23:57:15"
"RR1","GARTER","MISS","2019-03-15 23:57:21"
"RR1","NAKHLA","MISS","2019-03-15 23:57:25"
"RR1","RICHO","MISS","2019-03-15 23:57:29"
"RR1","KAPPAZ","MISS","2019-03-15 23:57:35"
"RR1","GARTER","MISS","2019-03-15 23:57:41"
"RR1","NAKHLA","MISS","2019-03-15 23:57:44"
"RR1","RICHO","MISS","2019-03-15 23:57:48"
"RR1","KAPPAZ","MISS","2019-03-15 23:57:53"
"RR1","GARTER","MISS","2019-03-15 23:58:03"
"RR1","NAKHLA","MISS","2019-03-15 23:58:08"
"RR1","RICHO","MISS","2019-03-15 23:58:11"
"RR1","KAPPAZ","MISS","2019-03-15 23:58:16"
"RR1","NAKHLA","MISS","2019-03-15 23:58:27"
"RR1","GARTER","MISS","2019-03-15 23:58:31"
"RR1","RICHO","MISS","2019-03-15 23:58:35"
"RR1","KAPPAZ","MISS","2019-03-15 23:58:38"
"RR1","GARTER","MISS","2019-03-15 23:58:46"
"RR1","NAKHLA","MISS","2019-03-15 23:58:55"
"RR1","RICHO","HIT","2019-03-15 23:59:02"
"RR2","CHIEF","MISS","2019-03-16 00:06:05"
"RR2","LESTER","MISS","2019-03-16 00:06:09"
"RR2","MELONS","TRICKSHOT MISS","2019-03-16 00:06:15"
"RR2","PMAC","TRICKSHOT MISS","2019-03-16 00:06:20"
"RR2","PMAC","HIT","2019-03-16 00:06:24"
"RR2","MELONS","BALLS BACK","2019-03-16 00:06:29"
"RR2","PMAC","MISS","2019-03-16 00:06:54"
"RR2","MELONS","MISS","2019-03-16 00:06:55"
"RR2","CHIEF","MISS","2019-03-16 00:06:57"
"RR2","LESTER","HIT","2019-03-16 00:07:00"
"RR2","PMAC","MISS","2019-03-16 00:07:16"
"RR2","MELONS","MISS","2019-03-16 00:07:17"
"RR2","CHIEF","MISS","2019-03-16 00:07:22"
"RR2","LESTER","MISS","2019-03-16 00:07:25"
"RR2","MELONS","MISS","2019-03-16 00:07:33"
"RR2","PMAC","MISS","2019-03-16 00:07:37"
"RR2","LESTER","MISS","2019-03-16 00:07:47"
"RR2","CHIEF","MISS","2019-03-16 00:07:49"
"RR2","PMAC","TRICKSHOT MISS","2019-03-16 00:07:52"
"RR2","MELONS","HIT","2019-03-16 00:07:57"
"RR2","PMAC","MISS","2019-03-16 00:08:04"
"RR2","LESTER","MISS","2019-03-16 00:08:12"
"RR2","CHIEF","MISS","2019-03-16 00:08:29"
"RR2","MELONS","HIT","2019-03-16 00:08:32"
"RR2","PMAC","MISS","2019-03-16 00:08:36"
"RR2","CHIEF","TRICKSHOT MISS","2019-03-16 00:08:39"
"RR2","LESTER","MISS","2019-03-16 00:08:52"
"RR2","CHIEF","MISS","2019-03-16 00:08:56"
"RR2","MELONS","MISS","2019-03-16 00:09:02"
"RR2","PMAC","MISS","2019-03-16 00:09:05"
"RR2","CHIEF","MISS","2019-03-16 00:09:07"
"RR2","LESTER","HIT","2019-03-16 00:09:11"
"RR2","MELONS","MISS","2019-03-16 00:09:23"
"RR2","MELONS","TRICKSHOT MISS","2019-03-16 00:09:29"
"RR2","PMAC","MISS","2019-03-16 00:09:31"
"RR2","PMAC","TRICKSHOT MISS","2019-03-16 00:09:34"
"RR2","CHIEF","MISS","2019-03-16 00:09:41"
"RR2","LESTER","OVERTHROW","2019-03-16 00:09:43"
"RR2","PMAC","TRICKSHOT HIT","2019-03-16 00:09:57"
"RR2","MELONS","MISS","2019-03-16 00:10:28"
"RR2","PMAC","MISS","2019-03-16 00:10:30"
"RR2","LESTER","MISS","2019-03-16 00:10:35"
"RR2","CHIEF","HIT","2019-03-16 00:10:37"
"RR2","PMAC","MISS","2019-03-16 00:10:48"
"RR2","MELONS","MISS","2019-03-16 00:10:52"
"RR2","MELONS","TRICKSHOT MISS","2019-03-16 00:10:55"
"RR2","CHIEF","MISS","2019-03-16 00:11:03"
"RR2","PMAC","TRICKSHOT MISS","2019-03-16 00:11:10"
"RR2","MELONS","HIT","2019-03-16 00:11:17"
"RR2","PMAC","BALLS BACK","2019-03-16 00:11:19"
"RR2","PMAC","MISS","2019-03-16 00:11:35"
"RR2","MELONS","MISS","2019-03-16 00:11:37"
"RR2","PMAC","TRICKSHOT MISS","2019-03-16 00:11:39"
"RR2","CHIEF","TRICKSHOT MISS","2019-03-16 00:11:41"
"RR2","CHIEF","MISS","2019-03-16 00:11:49"
"RR2","LESTER","MISS","2019-03-16 00:11:52"
"RR2","MELONS","MISS","2019-03-16 00:12:00"
"RR2","PMAC","MISS","2019-03-16 00:12:01"
"RR2","LESTER","MISS","2019-03-16 00:12:07"
"RR2","CHIEF","MISS","2019-03-16 00:12:08"
"RR2","PMAC","MISS","2019-03-16 00:12:13"
"RR2","MELONS","MISS","2019-03-16 00:12:14"
"RR2","LESTER","MISS","2019-03-16 00:12:18"
"RR2","CHIEF","MISS","2019-03-16 00:12:21"
"RR2","MELONS","MISS","2019-03-16 00:12:28"
"RR2","PMAC","MISS","2019-03-16 00:12:37"
"RR2","PMAC","TRICKSHOT MISS","2019-03-16 00:12:41"
"RR2","LESTER","TRICKSHOT MISS","2019-03-16 00:12:45"
"RR2","CHIEF","MISS","2019-03-16 00:12:51"
"RR2","LESTER","OVERTHROW","2019-03-16 00:12:54"
"RR2","MELONS","MISS","2019-03-16 00:13:04"
"RR2","PMAC","MISS","2019-03-16 00:13:09"
"RR2","CHIEF","HIT","2019-03-16 00:13:29"
"RR2","LESTER","MISS","2019-03-16 00:13:31"
"RR2","PMAC","TRICKSHOT MISS","2019-03-16 00:13:43"
"RR2","PMAC","MISS","2019-03-16 00:13:51"
"RR2","MELONS","MISS","2019-03-16 00:13:52"
"RR2","LESTER","MISS","2019-03-16 00:13:58"
"RR2","CHIEF","MISS","2019-03-16 00:14:00"
"RR2","PMAC","MISS","2019-03-16 00:14:10"
"RR2","MELONS","MISS","2019-03-16 00:14:12"
"RR2","CHIEF","TRICKSHOT HIT","2019-03-16 00:14:15"
"RR2","CHIEF","MISS","2019-03-16 00:14:29"
"RR2","LESTER","MISS","2019-03-16 00:14:32"
"RR2","MELONS","MISS","2019-03-16 00:14:35"
"RR2","PMAC","MISS","2019-03-16 00:14:36"
"RR2","LESTER","HIT","2019-03-16 00:14:40"
"RR2","CHIEF","MISS","2019-03-16 00:14:46"
"RR2","MELONS","MISS","2019-03-16 00:15:00"
"RR2","PMAC","MISS","2019-03-16 00:15:08"
"RR2","CHIEF","MISS","2019-03-16 00:15:11"
"RR2","LESTER","MISS","2019-03-16 00:15:12"
"RR2","PMAC","MISS","2019-03-16 00:15:14"
"RR2","MELONS","MISS","2019-03-16 00:15:16"
"RR2","LESTER","MISS","2019-03-16 00:15:20"
"RR2","CHIEF","MISS","2019-03-16 00:15:26"
"RR2","PMAC","MISS","2019-03-16 00:15:40"
"RR2","MELONS","HIT","2019-03-16 00:15:49"
"RR3","RICHO","MISS","2019-03-16 00:26:15"
"RR3","KAPPAZ","HIT","2019-03-16 00:26:23"
"RR3","MELONS","OVERTHROW","2019-03-16 00:26:48"
"RR3","PMAC","MISS","2019-03-16 00:26:54"
"RR3","RICHO","MISS","2019-03-16 00:26:58"
"RR3","KAPPAZ","MISS","2019-03-16 00:27:04"
"RR3","PMAC","TRICKSHOT MISS","2019-03-16 00:27:11"
"RR3","MELONS","MISS","2019-03-16 00:27:14"
"RR3","PMAC","HIT","2019-03-16 00:27:17"
"RR3","RICHO","HIT","2019-03-16 00:27:29"
"RR3","KAPPAZ","MISS","2019-03-16 00:27:44"
"RR3","MELONS","MISS","2019-03-16 00:28:03"
"RR3","PMAC","TRICKSHOT MISS","2019-03-16 00:28:09"
"RR3","PMAC","MISS","2019-03-16 00:28:11"
"RR3","RICHO","MISS","2019-03-16 00:28:17"
"RR3","KAPPAZ","MISS","2019-03-16 00:28:21"
"RR3","MELONS","MISS","2019-03-16 00:28:27"
"RR3","PMAC","MISS","2019-03-16 00:28:31"
"RR3","RICHO","HIT","2019-03-16 00:28:35"
"RR3","KAPPAZ","MISS","2019-03-16 00:28:39"
"RR3","PMAC","MISS","2019-03-16 00:28:59"
"RR3","MELONS","TRICKSHOT MISS","2019-03-16 00:29:03"
"RR3","MELONS","MISS","2019-03-16 00:29:06"
"RR3","RICHO","TRICKSHOT MISS","2019-03-16 00:29:10"
"RR3","RICHO","MISS","2019-03-16 00:29:16"
"RR3","KAPPAZ","HIT","2019-03-16 00:29:21"
"RR3","MELONS","MISS","2019-03-16 00:29:29"
"RR3","MELONS","TRICKSHOT MISS","2019-03-16 00:29:34"
"RR3","PMAC","MISS","2019-03-16 00:29:40"
"RR3","RICHO","MISS","2019-03-16 00:29:45"
"RR3","KAPPAZ","MISS","2019-03-16 00:29:48"
"RR3","MELONS","MISS","2019-03-16 00:29:53"
"RR3","PMAC","HIT","2019-03-16 00:29:56"
"RR3","RICHO","TRICKSHOT MISS","2019-03-16 00:30:04"
"RR3","KAPPAZ","MISS","2019-03-16 00:30:12"
"RR3","RICHO","MISS","2019-03-16 00:30:16"
"RR3","PMAC","HIT","2019-03-16 00:30:24"
"RR3","MELONS","BALLS BACK","2019-03-16 00:30:28"
"RR3","MELONS","MISS","2019-03-16 00:31:00"
"RR3","PMAC","MISS","2019-03-16 00:31:04"
"RR3","RICHO","TRICKSHOT MISS","2019-03-16 00:31:07"
"RR3","RICHO","MISS","2019-03-16 00:31:18"
"RR3","RICHO","TRICKSHOT MISS","2019-03-16 00:31:25"
"RR3","KAPPAZ","MISS","2019-03-16 00:31:28"
"RR3","MELONS","MISS","2019-03-16 00:31:35"
"RR3","PMAC","MISS","2019-03-16 00:31:38"
"RR3","RICHO","TRICKSHOT MISS","2019-03-16 00:31:40"
"RR3","RICHO","MISS","2019-03-16 00:31:52"
"RR3","KAPPAZ","MISS","2019-03-16 00:31:55"
"RR3","MELONS","HIT","2019-03-16 00:32:00"
"RR3","PMAC","MISS","2019-03-16 00:32:02"
"RR3","RICHO","TRICKSHOT MISS","2019-03-16 00:32:06"
"RR3","RICHO","MISS","2019-03-16 00:32:15"
"RR3","KAPPAZ","MISS","2019-03-16 00:32:26"
"RR3","PMAC","MISS","2019-03-16 00:32:33"
"RR3","MELONS","OVERTHROW","2019-03-16 00:32:36"
"RR3","RICHO","HIT","2019-03-16 00:32:42"
"RR3","KAPPAZ","MISS","2019-03-16 00:32:46"
"RR3","MELONS","MISS","2019-03-16 00:32:51"
"RR3","PMAC","MISS","2019-03-16 00:33:00"
"RR3","RICHO","MISS","2019-03-16 00:33:04"
"RR3","KAPPAZ","MISS","2019-03-16 00:33:07"
"RR3","PMAC","TRICKSHOT MISS","2019-03-16 00:33:12"
"RR3","MELONS","MISS","2019-03-16 00:33:16"
"RR3","PMAC","MISS","2019-03-16 00:33:18"
"RR3","RICHO","MISS","2019-03-16 00:33:23"
"RR3","KAPPAZ","MISS","2019-03-16 00:33:27"
"RR3","MELONS","HIT","2019-03-16 00:33:33"
"RR3","PMAC","BALLS BACK","2019-03-16 00:33:37"
"RR3","PMAC","MISS","2019-03-16 00:33:53"
"RR3","MELONS","MISS","2019-03-16 00:33:58"
"RR3","RICHO","MISS","2019-03-16 00:34:02"
"RR3","KAPPAZ","HIT","2019-03-16 00:34:05"
"RR3","MELONS","TRICKSHOT MISS","2019-03-16 00:34:10"
"RR3","MELONS","OVERTHROW","2019-03-16 00:34:18"
"RR3","PMAC","MISS","2019-03-16 00:34:27"
"RR3","RICHO","MISS","2019-03-16 00:34:30"
"RR3","KAPPAZ","MISS","2019-03-16 00:34:34"
"RR3","MELONS","MISS","2019-03-16 00:34:42"
"RR3","PMAC","MISS","2019-03-16 00:34:44"
"RR3","RICHO","MISS","2019-03-16 00:34:50"
"RR3","KAPPAZ","MISS","2019-03-16 00:34:54"
"RR3","PMAC","MISS","2019-03-16 00:34:58"
"RR3","MELONS","MISS","2019-03-16 00:35:00"
"RR3","RICHO","MISS","2019-03-16 00:35:05"
"RR3","KAPPAZ","MISS","2019-03-16 00:35:08"
"RR3","MELONS","MISS","2019-03-16 00:35:13"
"RR3","PMAC","MISS","2019-03-16 00:35:18"
"RR3","RICHO","MISS","2019-03-16 00:35:23"
"RR3","KAPPAZ","MISS","2019-03-16 00:35:26"
"RR3","MELONS","HIT","2019-03-16 00:35:30"
"RR3","PMAC","MISS","2019-03-16 00:35:37"
"RR3","RICHO","MISS","2019-03-16 00:35:52"
"RR3","KAPPAZ","MISS","2019-03-16 00:36:06"
"RR3","MELONS","MISS","2019-03-16 00:36:10"
"RR3","PMAC","HIT","2019-03-16 00:36:13"
"RR3","KAPPAZ","TRICKSHOT MISS","2019-03-16 00:36:31"
"RR3","RICHO","MISS","2019-03-16 00:36:39"
"RR3","KAPPAZ","MISS","2019-03-16 00:36:42"
"RR3","MELONS","HIT","2019-03-16 00:36:48"
"RR4","CHIEF","HIT","2019-03-16 00:43:35"
"RR4","LESTER","MISS","2019-03-16 00:43:40"
"RR4","GARTER","MISS","2019-03-16 00:43:49"
"RR4","NAKHLA","MISS","2019-03-16 00:43:56"
"RR4","CHIEF","TRICKSHOT MISS","2019-03-16 00:44:01"
"RR4","CHIEF","HIT","2019-03-16 00:44:09"
"RR4","LESTER","MISS","2019-03-16 00:44:12"
"RR4","NAKHLA","OVERTHROW","2019-03-16 00:44:27"
"RR4","GARTER","OVERTHROW","2019-03-16 00:44:46"
"RR4","CHIEF","MISS","2019-03-16 00:45:36"
"RR4","LESTER","MISS","2019-03-16 00:45:38"
"RR4","GARTER","MISS","2019-03-16 00:45:45"
"RR4","NAKHLA","MISS","2019-03-16 00:45:50"
"RR4","CHIEF","MISS","2019-03-16 00:45:55"
"RR4","LESTER","MISS","2019-03-16 00:45:56"
"RR4","NAKHLA","HIT","2019-03-16 00:46:04"
"RR4","GARTER","MISS","2019-03-16 00:46:11"
"RR4","CHIEF","HIT","2019-03-16 00:46:13"
"RR4","LESTER","MISS","2019-03-16 00:46:22"
"RR4","NAKHLA","MISS","2019-03-16 00:46:33"
"RR4","GARTER","MISS","2019-03-16 00:46:54"
"RR4","CHIEF","MISS","2019-03-16 00:46:56"
"RR4","LESTER","MISS","2019-03-16 00:46:58"
"RR4","CHIEF","TRICKSHOT MISS","2019-03-16 00:47:03"
"RR4","GARTER","MISS","2019-03-16 00:47:11"
"RR4","NAKHLA","HIT","2019-03-16 00:47:14"
"RR4","LESTER","TRICKSHOT MISS","2019-03-16 00:47:25"
"RR4","CHIEF","MISS","2019-03-16 00:47:32"
"RR4","LESTER","MISS","2019-03-16 00:47:34"
"RR4","NAKHLA","OVERTHROW","2019-03-16 00:47:41"
"RR4","GARTER","MISS","2019-03-16 00:48:02"
"RR4","LESTER","MISS","2019-03-16 00:48:09"
"RR4","GARTER","HIT","2019-03-16 00:48:17"
"RR4","NAKHLA","MISS","2019-03-16 00:48:25"
"RR4","CHIEF","TRICKSHOT MISS","2019-03-16 00:48:32"
"RR4","CHIEF","MISS","2019-03-16 00:48:37"
"RR4","LESTER","MISS","2019-03-16 00:48:44"
"RR4","GARTER","OVERTHROW","2019-03-16 00:48:54"
"RR4","NAKHLA","HIT","2019-03-16 00:49:07"
"RR4","CHIEF","MISS","2019-03-16 00:49:32"
"RR4","LESTER","MISS","2019-03-16 00:49:34"
"RR4","GARTER","HIT","2019-03-16 00:50:20"
"RR4","NAKHLA","MISS","2019-03-16 00:50:28"
"RR4","CHIEF","TRICKSHOT MISS","2019-03-16 00:50:37"
"RR4","CHIEF","MISS","2019-03-16 00:50:46"
"RR4","LESTER","MISS","2019-03-16 00:50:47"
"RR4","GARTER","MISS","2019-03-16 00:50:55"
"RR4","NAKHLA","MISS","2019-03-16 00:51:02"
"RR4","CHIEF","MISS","2019-03-16 00:51:12"
"RR4","LESTER","MISS","2019-03-16 00:51:14"
"RR4","NAKHLA","TRICKSHOT MISS","2019-03-16 00:51:41"
"RR4","LESTER","MISS","2019-03-16 00:51:43"
"RR4","GARTER","MISS","2019-03-16 00:51:46"
"RR4","LESTER","HIT","2019-03-16 00:51:49"
"RR4","CHIEF","MISS","2019-03-16 00:51:53"
"RR4","GARTER","MISS","2019-03-16 00:52:01"
"RR4","NAKHLA","MISS","2019-03-16 00:52:07"
"RR4","CHIEF","MISS","2019-03-16 00:52:17"
"RR4","LESTER","MISS","2019-03-16 00:52:19"
"RR4","GARTER","MISS","2019-03-16 00:52:24"
"RR4","NAKHLA","MISS","2019-03-16 00:52:28"
"RR4","CHIEF","HIT","2019-03-16 00:52:34"
"RR4","LESTER","MISS","2019-03-16 00:52:40"
"RR4","NAKHLA","HIT","2019-03-16 00:52:48"
"RR4","GARTER","MISS","2019-03-16 00:52:54"
"RR4","CHIEF","MISS","2019-03-16 00:53:11"
"RR4","LESTER","MISS","2019-03-16 00:53:14"
"RR4","GARTER","MISS","2019-03-16 00:53:19"
"RR4","NAKHLA","HIT","2019-03-16 00:53:24"
"RR4","CHIEF","TRICKSHOT MISS","2019-03-16 00:53:38"
"RR4","CHIEF","MISS","2019-03-16 00:53:41"
"RR4","LESTER","MISS","2019-03-16 00:53:44"
"RR4","GARTER","MISS","2019-03-16 00:53:52"
"RR4","NAKHLA","MISS","2019-03-16 00:53:57"
"RR4","CHIEF","TRICKSHOT MISS","2019-03-16 00:54:01"
"RR4","CHIEF","MISS","2019-03-16 00:54:08"
"RR4","CHIEF","TRICKSHOT MISS","2019-03-16 00:54:14"
"RR4","GARTER","HIT","2019-03-16 00:56:00"
"RR4","LESTER","HIT","2019-03-16 00:56:02"
"RR5","GARTER","HIT","2019-03-16 01:05:00"
"RR5","NAKHLA","MISS","2019-03-16 01:05:11"
"RR5","MELONS","MISS","2019-03-16 01:05:18"
"RR5","PMAC","MISS","2019-03-16 01:05:27"
"RR5","NAKHLA","TRICKSHOT HIT","2019-03-16 01:05:31"
"RR5","GARTER","MISS","2019-03-16 01:05:55"
"RR5","NAKHLA","MISS","2019-03-16 01:05:58"
"RR5","MELONS","MISS","2019-03-16 01:06:07"
"RR5","PMAC","HIT","2019-03-16 01:06:09"
"RR5","NAKHLA","MISS","2019-03-16 01:06:25"
"RR5","GARTER","MISS","2019-03-16 01:06:30"
"RR5","MELONS","MISS","2019-03-16 01:06:39"
"RR5","PMAC","MISS","2019-03-16 01:06:41"
"RR5","GARTER","MISS","2019-03-16 01:06:47"
"RR5","NAKHLA","MISS","2019-03-16 01:07:00"
"RR5","MELONS","MISS","2019-03-16 01:07:04"
"RR5","PMAC","HIT","2019-03-16 01:07:06"
"RR5","GARTER","HIT","2019-03-16 01:07:16"
"RR5","NAKHLA","MISS","2019-03-16 01:07:26"
"RR5","MELONS","MISS","2019-03-16 01:07:48"
"RR5","PMAC","MISS","2019-03-16 01:07:51"
"RR5","GARTER","MISS","2019-03-16 01:08:00"
"RR5","NAKHLA","MISS","2019-03-16 01:08:06"
"RR5","PMAC","HIT","2019-03-16 01:08:13"
"RR5","MELONS","MISS","2019-03-16 01:08:16"
"RR5","NAKHLA","MISS","2019-03-16 01:08:28"
"RR5","GARTER","HIT","2019-03-16 01:08:40"
"RR5","PMAC","MISS","2019-03-16 01:08:53"
"RR5","MELONS","OVERTHROW","2019-03-16 01:08:55"
"RR5","GARTER","MISS","2019-03-16 01:09:28"
"RR5","NAKHLA","MISS","2019-03-16 01:09:35"
"RR5","PMAC","MISS","2019-03-16 01:09:40"
"RR5","MELONS","MISS","2019-03-16 01:09:42"
"RR5","GARTER","MISS","2019-03-16 01:09:53"
"RR5","GARTER","TRICKSHOT MISS","2019-03-16 01:09:56"
"RR5","NAKHLA","HIT","2019-03-16 01:10:06"
"RR5","MELONS","MISS","2019-03-16 01:10:19"
"RR5","PMAC","MISS","2019-03-16 01:10:24"
"RR5","GARTER","MISS","2019-03-16 01:10:43"
"RR5","NAKHLA","MISS","2019-03-16 01:10:50"
"RR5","PMAC","TRICKSHOT MISS","2019-03-16 01:10:58"
"RR5","MELONS","MISS","2019-03-16 01:11:00"
"RR5","PMAC","HIT","2019-03-16 01:11:05"
"RR5","GARTER","MISS","2019-03-16 01:11:31"
"RR5","NAKHLA","MISS","2019-03-16 01:11:36"
"RR5","MELONS","TRICKSHOT MISS","2019-03-16 01:11:47"
"RR5","MELONS","MISS","2019-03-16 01:12:00"
"RR5","PMAC","MISS","2019-03-16 01:12:02"
"RR5","GARTER","MISS","2019-03-16 01:12:09"
"RR5","MELONS","MISS","2019-03-16 01:12:27"
"RR5","PMAC","MISS","2019-03-16 01:12:28"
"RR5","GARTER","MISS","2019-03-16 01:12:31"
"RR5","NAKHLA","MISS","2019-03-16 01:12:38"
"RR5","PMAC","TRICKSHOT MISS","2019-03-16 01:12:45"
"RR5","MELONS","MISS","2019-03-16 01:12:47"
"RR5","PMAC","MISS","2019-03-16 01:12:54"
"RR5","GARTER","TRICKSHOT MISS","2019-03-16 01:12:56"
"RR5","GARTER","MISS","2019-03-16 01:13:03"
"RR5","NAKHLA","MISS","2019-03-16 01:13:13"
"RR5","MELONS","MISS","2019-03-16 01:13:20"
"RR5","PMAC","MISS","2019-03-16 01:13:25"
"RR5","NAKHLA","MISS","2019-03-16 01:13:34"
"RR5","GARTER","MISS","2019-03-16 01:13:38"
"RR5","MELONS","TRICKSHOT MISS","2019-03-16 01:13:42"
"RR5","PMAC","MISS","2019-03-16 01:13:51"
"RR5","MELONS","MISS","2019-03-16 01:13:54"
"RR5","PMAC","TRICKSHOT MISS","2019-03-16 01:13:56"
"RR5","GARTER","MISS","2019-03-16 01:14:03"
"RR5","NAKHLA","MISS","2019-03-16 01:14:09"
"RR5","MELONS","MISS","2019-03-16 01:14:13"
"RR5","PMAC","MISS","2019-03-16 01:14:15"
"RR5","NAKHLA","TRICKSHOT MISS","2019-03-16 01:14:18"
"RR5","GARTER","MISS","2019-03-16 01:14:23"
"RR5","NAKHLA","MISS","2019-03-16 01:14:33"
"RR5","MELONS","MISS","2019-03-16 01:14:38"
"RR5","PMAC","MISS","2019-03-16 01:14:40"
"RR5","GARTER","MISS","2019-03-16 01:14:57"
